1000
107.786652	-114.579376
-313.512695	326.506866
500.401978	629.011658
-446.805359	358.669159
289.373505	-201.836945
315.406677	-271.195282
546.626587	396.581757
-957.978760	283.707153
960.346436	342.061768
105.305077	493.362549
-522.511597	762.951477
-820.327271	906.005249
-571.929504	-573.040894
-259.386658	719.520447
-218.649261	-435.898651
-803.348389	889.137390
449.522034	-116.861046
215.644363	-50.076008
-487.849487	768.838989
-691.406860	801.524048
-432.997955	623.999817
-469.671265	-886.371399
20.581604	-427.650024
397.335754	-19.071877
914.411682	-497.359222
-525.709290	-608.099854
-734.407715	-346.036560
-702.094543	-306.337250
80.922607	38.518787
-586.816833	862.273315
602.620117	-390.165222
751.410706	52.142143
492.973694	-32.944916
-997.933899	-994.875732
-264.105927	-689.340759
806.648254	302.896149
934.658997	-663.023010
416.524658	-44.759335
-90.673027	-186.139587
936.168762	-176.261307
316.501251	-589.540527
215.638870	582.093506
64.422844	513.544312
-724.243713	-854.654541
-447.936890	-311.060608
-992.381226	-845.316711
298.774231	759.029480
206.825378	-208.252075
-273.915405	208.891510
-203.127808	461.978668
519.550659	-396.479553
-235.125244	454.209808
-59.502541	-818.600525
-590.549561	849.824402
-4.740119	-654.380798
-326.436890	-688.238892
-243.921341	889.202026
893.854614	820.501587
402.746307	-830.389160
965.847046	954.809448
-141.449753	973.465820
-890.507263	-842.675537
732.495178	316.318146
-50.927639	-541.420166
-474.790344	745.944641
920.558472	-955.239624
-650.534973	-314.566803
498.970154	289.962524
-133.167389	908.420532
139.786957	862.092468
-745.960266	813.350098
-826.146423	10.118365
702.552063	-932.291809
-169.380127	105.298401
-762.680969	-203.533112
60.107826	95.869301
-230.067368	169.600601
253.193741	-497.572113
-514.081299	-797.733826
-38.992344	11.128426
948.210693	-118.433891
55.888771	-702.324219
566.999329	-445.141083
587.638245	-566.168091
-536.720520	-272.574829
-704.075562	-282.680817
-459.224823	-530.221985
727.437500	-756.672729
-462.513794	-441.942566
348.625671	-225.194748
354.524261	-591.266541
870.674622	-875.543091
578.334106	123.868347
-373.115234	-935.747192
326.134552	587.892395
75.381157	274.345276
-530.541504	-868.730042
572.020996	-963.542175
-313.871155	159.659271
-529.710266	149.408340
887.084351	-233.785873
866.727478	-572.140442
235.992188	594.164978
-328.813202	773.478394
-847.777588	-980.187561
-451.716431	506.746765
-571.454041	-581.041809
631.203674	-993.119995
542.826538	-741.911621
-928.867126	-131.038910
845.980774	146.514053
-856.693665	-684.560730
277.783997	715.327393
-648.102966	963.912842
-125.013412	-177.813232
113.321182	-237.929047
588.400818	-19.951344
189.930557	-175.606964
-425.786316	861.117371
-402.128632	-273.563934
880.929810	146.154999
-766.817200	-690.524231
565.113159	864.386414
-683.644226	107.939720
-877.525208	-612.511353
976.900818	968.455566
534.002686	-879.792847
-716.105225	-188.213348
835.534424	-364.208160
-224.300507	-289.478912
457.978607	889.020691
472.592010	46.379448
-130.930725	-337.477448
